3549	3814
248	311
1153	1833
2323	2601
2073	2492
3319	3350
1912	1991
1070	1738
1707	1768
1124	1554
941	1638
2726	2837
1522	1761
3481	3613
2359	2559
1942	2443
3503	3930
2254	2598
2833	3212
982	1126
3460	3972
31	237
2124	2233
2299	2467
628	632
2180	2191
615	661
819	823
2271	2630
348	474
1107	1610
2352	2469
1986	2093
1456	1796
2053	2332
2074	2184
457	486
3998	4009
460	492
1963	2309
3790	3830
1269	1827
1243	1753
107	1320
3437	3719
1298	1573
3077	3162
2500	2553
517	1512
98	271
2129	2236
1250	1752
1433	1806
1155	1621
1049	1230
3546	3679
2133	2629
1083	1619
2147	2188
2139	2602
2033	2063
2088	2554
2554	2630
2323	2600
1979	2521
916	1092
1684	2777
916	1643
3049	3188
1941	2111
175	278
1938	2005
445	492
1684	3325
3996	4002
2763	2862
2369	2638
2026	2292
1912	2367
2081	2472
2053	2101
483	1487
1227	1322
2361	2455
2232	2473
353	537
391	428
2887	3000
3079	3434
3089	3319
2272	2480
107	1826
1216	1333
3169	3198
1917	2347
107	1351
1047	1523
2235	2432
871	881
719	840
2547	2555
1322	1583
3642	3731
3051	3419
2776	3216
3468	3900
2073	2433
1914	2636
1935	2006
2806	3430
2040	2244
643	661
2216	2575
1100	1592
0	315
1966	2201
2990	3007
3512	3830
107	936
2223	2471
916	983
2881	3017
2047	2581
2843	3255
1163	1863
2132	2199
2308	2611
1040	1793
1345	1716
1488	1668
0	231
960	1175
2020	2103
2846	3058
2229	2464
2030	2521
1185	1590
2104	2354
1987	2510
496	565
1993	2213
999	1737
2171	2640
1405	3295
1971	2142
353	1374
580	1155
573	589
1734	1861
1979	1997
1979	2339
3021	3434
1659	1721
2742	3152
513	614
1984	2069
898	1382
2340	2543
2719	3396
1166	1786
2765	3101
1029	1551
1095	1393
3239	3381
1918	2118
1912	2416
3035	3239
421	444
2775	3186
1940	2180
2384	2543
1312	1750
2006	2659
1072	1815
3492	3930
1587	1728
2680	2835
2369	2430
2777	2815
1684	3390
1322	1884
1683	1707
1926	2241
1554	1849
2190	2374
2363	2484
104	186
2104	2323
1985	2574
2761	3234
3887	3931
3011	3287
414	422
1124	1754
978	1623
1198	1598
2800	2806
1912	2316
1128	1522
2134	2417
3223	3371
1938	2615
1985	2299
2384	2434
2802	3419
1245	1848
3558	3951
2392	2478
1123	1341
2347	2374
1211	1741
1160	1323
1014	1324
1523	1723
391	456
1684	3205
1215	1489
2074	2363
419	544
1669	1835
3009	3035
3830	3842
2756	3084
1204	1221
484	913
3120	3416
1409	1663
2039	2372
1259	1745
376	591
1925	1984
3011	3262
4021	4026
3187	3196
2662	3206
1943	2115
3240	3299
2112	2521
1267	1668
862	3948
2666	3142
953	1205
1919	1999
2071	2491
1056	1519
1237	1427
2121	2392
2069	2551
819	827
2215	2292
2674	3434
1997	2601
2237	2404
1888	1891
1377	1746
46	177
993	1391
2056	2356
2278	2533
1380	1570
1054	1242
707	714
1359	1402
505	554
2340	2356
1799	1827
2215	2283
1048	1557
1001	1349
1396	1729
988	1462
2128	2283
2187	2332
2224	2333
1679	1882
3667	3948
1189	1311
2179	2625
2890	3142
1216	1319
1199	1737
1578	1638
3022	3040
2005	2404
2500	2559
1014	1273
2901	3397
705	847
1559	1598
2125	2588
2526	2579
2664	2815
980	1449
3111	3403
3705	3867
1966	2549
3838	3884
3186	3246
1449	1800
2345	2449
2324	2353
1250	1375
1101	1752
2006	2639
3437	3755
1610	1886
2190	2369
483	1654
2133	2272
3884	3968
3263	3398
2229	2542
395	514
637	1018
706	752
1547	1707
1097	1601
3116	3265
1079	1810
2103	2478
2742	3150
3722	3827
1995	2648
2194	2463
1932	2191
483	517
395	553
3051	3113
3980	4015
3062	3366
2482	2611
968	1062
3072	3086
2119	2371
1917	2108
107	1381
925	1075
2183	2629
2389	2529
2698	3119
3841	3929
2701	3298
2045	2069
353	1878
3182	3350
1137	1232
1912	2060
376	1300
1037	1681
713	762
705	836
1352	1813
1971	2414
1318	1464
1104	1786
1480	1805
2775	3346
2309	2484
3232	3426
763	849
2007	2054
1617	1754
48	271
573	597
3450	3545
2122	2307
2344	2396
2601	2604
285	303
2077	2150
2131	2489
2731	3114
1962	2655
2275	2430
2031	2242
136	213
2485	2563
2526	2536
2428	2559
2864	2969
1939	2652
1465	2042
1061	1144
1236	1355
2229	2559
2009	2417
934	1589
3826	3900
2754	2800
756	826
2123	2604
2803	3280
525	559
2896	3193
3692	3712
1498	1571
2958	3280
2056	2326
1180	1471
3918	3923
2246	2268
1947	2479
1079	1714
1238	1250
1122	1677
3345	3434
1920	2224
3479	3516
1245	1373
697	781
1612	1833
1505	3258
724	745
2994	3033
913	1183
368	500
2007	2642
1786	1824
3584	3782
3521	3740
2951	3106
916	1156
2871	3043
1259	1338
2915	2924
460	566
3456	3750
2206	2654
1230	1431
1282	1459
1632	1888
53	146
1269	1688
2829	3086
2055	2329
2568	2603
3267	3381
2250	2461
2063	2521
2954	3279
2264	2280
1986	2164
592	678
1917	2309
2266	2410
2047	2283
414	617
2111	2302
1953	2086
2218	2307
906	1724
917	1042
526	1730
687	774
713	813
2142	2311
2826	3340
1447	1457
348	372
1973	1999
1374	1512
1951	2009
1662	1816
457	459
2056	2395
3623	3793
3101	3385
2803	3124
2886	3126
711	766
686	701
368	398
3824	3902
2728	3007
2139	2482
1085	3674
3448	3838
1643	1653
2995	3397
1359	1608
1929	2430
1444	1500
1920	2351
348	471
2048	2085
2200	2526
2328	2398
1953	2020
1471	1842
2165	2615
1003	1707
3126	3336
1941	2047
2056	2576
2218	2323
1159	1591
1610	1761
1925	2201
1308	1703
3945	3956
2415	2603
2333	2652
3085	3108
2127	2510
931	1910
113	188
2190	2551
2343	2616
3674	3692
1962	2307
2246	2384
2247	2516
487	492
2289	2533
1003	1086
2138	2279
2324	2506
56	161
1311	1496
2059	2578
2183	2529
3460	3466
1429	1489
2098	2560
426	471
1951	1957
2504	2563
973	1178
3280	3351
2328	2643
917	1014
2098	2278
1918	2526
997	1842
2743	3056
1211	1663
1238	1772
966	1522
2055	2060
2140	2446
1047	1827
1523	1600
2029	2480
2257	2638
2036	2211
1493	1837
896	1347
2184	2646
375	398
1746	1833
2435	2647
1431	1542
1941	2526
2322	2371
1751	1894
3605	3938
2783	2787
1509	1799
1379	1691
3122	3354
1616	1744
2189	2288
2323	2464
1331	1721
2666	3149
3573	3877
1622	1639
724	828
3527	3545
3514	3913
2121	2433
1051	1525
2007	2180
2102	2419
2150	2549
597	636
2164	2542
917	1436
3195	3232
2043	2606
3026	3078
1180	1663
107	1473
898	1261
2196	2247
1009	1611
1373	1820
441	476
930	1358
1086	1101
2150	2271
2053	2327
1302	1804
1209	1835
2123	2381
1621	1793
2064	2559
1075	1352
1577	2250
1126	1819
591	669
2246	2294
1720	1899
2669	3232
2268	2463
1796	1813
896	1082
3239	3344
1327	1352
3185	3351
2122	2408
4001	4029
1733	1895
3264	3369
2184	2546
2188	2504
2885	3290
917	1454
2754	2872
2045	2306
2149	2332
2306	2578
1117	1663
1290	1688
438	456
2009	2365
1684	3155
1377	1637
1684	3120
2064	2200
0	134
1086	1563
2676	2986
109	142
2169	2368
3437	3906
2093	2559
63	342
1926	2336
1153	1839
107	1854
1331	1390
376	436
137	167
2348	2638
2800	3096
1149	1612
2117	2367
1382	1508
960	982
1984	2165
728	737
1962	2467
1258	1260
3076	3199
1985	2348
2304	2389
2121	2334
3558	3768
2872	3096
1984	2150
3252	3280
3437	3511
643	650
2127	2223
3076	3225
1912	2298
1006	1271
1954	1972
2492	2638
3027	3395
1524	1800
1997	2090
2037	2240
1367	1554
1684	2718
540	559
3219	3331
2366	2612
3253	3431
3347	3416
1399	1491
2153	2599
2846	3038
2864	3387
2053	2344
2112	2543
1928	1951
211	331
3539	3823
1139	1236
2866	2928
1079	1367
1505	1534
917	1166
483	1303
62	170
1172	1821
1950	2061
1100	1728
180	196
991	1177
2661	2853
1015	1298
3072	3253
2363	2404
773	836
1348	1624
689	714
2223	2319
1126	1242
2682	3168
496	515
1938	1989
2492	2601
3640	3707
2257	2423
1962	2033
2149	2399
1341	1707
2261	2356
1150	1656
438	566
2	333
526	1616
1094	1545
1373	1812
2028	2347
1189	1847
2709	3015
2676	2919
1330	1722
1684	3163
204	346
1284	1550
1209	1737
3154	3188
2674	3280
1959	2501
1021	1573
2047	2582
412	614
1361	1911
20	41
1028	1663
484	526
1494	1593
3526	3862
1984	2611
1613	1717
3019	3412
1018	1479
1598	1826
2377	2518
2210	2347
2955	3419
2043	2586
2762	3327
3658	3785
1437	1839
13	325
2937	3051
1943	2356
2042	2149
2246	2592
2887	3004
1549	1740
3103	3359
2045	2625
392	525
1056	1323
2688	2764
1583	1592
1331	1754
3253	3369
2240	2340
2104	2122
1684	2975
2087	2451
0	119
1277	1635
2030	2542
2032	2224
1199	1604
951	973
2539	2574
2020	2551
3149	3301
2336	2384
2104	2563
3140	3291
993	1675
2679	2931
641	1844
2240	2464
1963	2564
1024	1028
2314	2503
1480	1839
3170	3434
934	1367
1472	1709
1330	1389
1115	1231
3675	3837
1942	2019
1684	2889
1893	1894
1947	2101
1536	1690
2832	3335
2131	2179
348	1025
741	763
2268	2583
2374	2392
1612	1823
2475	2582
1684	3133
1614	1864
3471	3877
606	1086
3564	3878
2240	2623
1337	1911
1115	1404
2240	2564
1966	2499
1158	1903
2259	2508
2694	2872
2274	2333
1190	1277
66	239
3468	3758
2684	2775
2306	2356
172	231
1294	1427
573	625
3736	3873
3177	3204
3506	3555
896	1100
1341	1367
1180	1879
2206	2500
3584	3631
107	1878
3753	3850
1491	1813
2869	3116
861	888
2083	2615
1056	1409
0	280
987	1240
905	1217
428	461
3437	3657
1628	1887
988	1347
1947	1954
946	1048
1598	1902
2933	2999
1107	1796
2038	2134
1076	1124
1128	1888
2353	2495
1901	1910
1938	2449
2076	2466
1135	1621
1479	1682
2176	2610
2266	2573
2039	2347
3617	3719
3236	3256
2062	2137
1789	1799
436	646
1090	1236
1334	1420
1955	2053
3289	3302
2142	2299
2749	2864
2292	2567
2956	3417
1980	1998
2125	2153
1939	2292
2213	2244
3608	3713
2460	2504
1684	2839
2806	3294
2220	2482
999	1612
2754	2810
2047	2191
2611	2625
1684	3263
523	544
2492	2611
3256	3263
1399	1800
2069	2190
3321	3351
107	1262
1605	1800
584	592
2117	2137
490	548
3082	3406
2108	2593
2278	2369
1928	1973
2194	2196
2164	2348
376	482
2381	2407
2991	3132
2240	2339
2757	2872
2773	3119
1017	1707
2956	3022
1288	1668
1966	2064
2823	3145
2038	2322
2237	2615
2002	2241
3051	3298
2047	2267
2078	2554
2118	2142
1169	1482
2144	2330
1173	1323
3036	3137
2675	3154
2461	2537
1997	2237
1979	2139
1526	1766
2966	3174
2869	3386
1528	1608
2098	2229
1352	1509
2237	2324
1181	1737
1360	1847
2117	2134
373	423
1945	2169
3788	3841
1938	2591
2164	2615
1267	1522
0	316
1056	1805
3437	3831
2343	2436
2381	2552
2236	2628
3209	3345
2224	2336
2873	3435
1912	2107
2335	2361
2143	2461
1929	2359
348	568
2369	2520
1207	1285
419	505
686	793
2698	2946
2049	2082
3948	3962
3437	3904
906	1861
2909	2943
2104	2408
2088	2606
3182	3434
698	879
3004	3117
1160	1600
140	326
995	1265
398	479
2689	2969
3545	3828
1172	1888
3437	3925
1966	2500
465	495
1554	1557
917	1661
1791	1813
1718	2224
2797	2823
2176	2209
2016	2657
2059	2600
2509	2616
3188	3280
497	546
3112	3378
2194	2329
1272	1559
440	508
931	1566
1684	3361
3118	3403
2992	3252
3437	3878
1958	2022
1945	2135
2187	2555
1192	1292
1182	1509
2664	3078
3596	3762
1100	1857
990	1505
2603	2610
2108	2220
3463	3909
107	428
1505	2764
3443	3630
2454	2542
2553	2556
1117	1604
2486	2622
1231	1680
2748	2991
1120	1611
2266	2546
1329	1509
526	1688
1361	1563
2300	2469
2338	2594
2043	2359
2526	2564
1120	1277
1199	1456
3674	3750
1335	1613
1104	1292
2484	2575
2771	3221
1912	1988
390	475
1613	1621
2526	2586
1529	1778
1185	1597
374	482
1211	1352
1335	1622
2206	2542
1020	1166
107	1726
2210	2607
2032	2598
993	1290
2134	2153
3601	3782
2136	2376
2030	2654
1126	1551
1700	1707
2133	2525
1921	2024
2339	2408
2873	3119
3697	3938
1029	1214
1514	1679
2009	2024
2261	2409
2020	2550
1995	2050
3718	3826
2377	2396
3705	3763
2064	2573
2973	3160
2865	3369
2346	2640
2469	2478
1682	1715
41	137
1939	2333
637	1358
2039	2169
9	128
2715	2747
1962	2179
2753	3082
363	1237
1170	1745
2123	2287
766	834
1509	1570
2463	2516
1923	2226
2086	2275
2854	2953
906	1771
2232	2508
2724	3223
2054	2293
650	658
2154	2395
444	570
213	272
2344	2511
2430	2469
3280	3350
1340	1491
428	1574
1917	2625
3267	3347
776	872
1963	2495
2025	2627
2664	3174
227	296
505	551
2937	3262
2741	2915
1827	1888
962	1677
726	752
3113	3252
2970	3316
1939	2511
2059	2348
2937	3350
1940	2643
2713	3291
186	200
925	1877
2138	2282
1929	2275
2016	2364
920	1860
1704	1706
726	853
1379	1438
2729	3000
1312	1734
526	1574
1009	1636
2153	2279
2869	2991
469	553
3025	3026
2111	2161
2179	2607
1028	1735
1438	1573
1117	1331
1929	2574
2090	2339
2118	2563
2309	2520
1467	1867
3456	3495
637	1545
3639	3898
1964	2219
999	1617
3725	3871
2833	2869
1941	2233
2201	2331
1209	1735
724	738
2780	3178
3238	3387
1515	1661
1529	1574
2074	2276
2563	2604
1358	1882
2331	2395
1409	1835
2957	3196
2664	3090
3082	3351
2276	2299
3448	3456
2192	2297
977	1169
2171	2648
3437	3735
2890	2931
1612	1689
2087	2203
1205	1861
348	400
695	840
352	462
1085	1420
1947	2471
1420	1752
475	1313
2136	2504
2955	3136
3266	3308
2194	2347
1171	1173
1376	1765
1344	1653
1184	1211
2123	2625
1920	2547
1912	1999
2290	2374
960	1069
1929	2190
2246	2333
3234	3362
3437	3461
370	555
934	1637
3026	3119
1327	1769
1132	1238
1054	1688
1369	1505
946	1267
2939	3148
1376	1826
1060	1899
2340	2560
980	1888
3196	3327
1945	2377
1389	1584
1957	1972
2064	2121
1944	2182
902	1129
414	587
2458	2516
1062	1794
688	726
3142	3213
2290	2369
1684	3388
2054	2465
925	1559
1939	2518
1267	1335
1994	2333
1130	1839
1827	1845
1205	1772
3980	4006
1465	1945
1938	1971
2266	2646
1117	1456
428	1446
925	1250
1192	1647
686	735
1515	1706
688	821
2551	2631
1066	1099
2867	3399
1959	2221
1112	1416
2053	2351
2797	3258
404	526
1173	1902
1304	1703
1688	1811
2369	2433
2951	3002
1209	1800
2107	2570
2213	2550
2050	2378
2045	2276
2780	2979
2001	2012
2140	2593
1590	1800
367	483
2253	2546
3054	3065
1175	1376
2573	2624
3232	3284
2111	2328
1266	1666
1938	2108
1515	1893
2930	3181
1361	1610
1471	1603
2744	2772
1361	1440
3240	3397
2259	2347
1406	1786
1979	2552
946	1522
3146	3347
1086	1547
3116	3247
2088	2261
714	822
2102	2254
2042	2567
1059	1617
1918	2655
2936	2937
2324	2615
1696	1814
1397	1882
2974	3362
3680	3794
717	855
409	493
3567	3857
107	1722
1533	1837
2706	2960
2218	2428
1985	2323
2003	2327
2140	2467
0	325
3660	3870
2309	2482
2087	2343
3930	3941
1261	1751
2109	2275
1350	1435
2144	2224
975	1587
3363	3414
2410	2542
1108	1273
2078	2468
946	1086
1207	1409
1551	1623
1492	1569
391	512
1255	1768
2290	2309
3790	3902
3672	3845
1946	2611
3495	3930
1607	1896
1339	1613
1960	2317
924	1010
575	680
1221	1745
1267	1839
1522	1617
1125	1516
820	830
3496	3505
686	730
3437	3832
2142	2150
2928	2943
2139	2339
980	1707
1997	2200
2042	2649
1185	1789
2344	2642
1936	2497
440	449
1964	2345
2683	3293
1126	1516
3758	3761
505	516
3096	3226
2271	2542
1198	1804
3299	3345
747	792
1559	1643
1467	1662
3115	3252
1929	2078
1161	1911
1048	1329
2625	2655
1032	1649
2901	3347
1020	1591
1214	1409
2758	3019
1912	2016
484	1813
2064	2482
3448	3577
941	1857
1912	1966
2033	2131
909	1197
484	513
2347	2560
1918	2564
3458	3903
2164	2276
1391	1754
2877	3064
2463	2475
403	497
0	210
265	311
1628	1716
1120	1404
3320	3386
136	2032
3092	3324
2084	2556
713	731
2700	3248
999	1603
2154	2308
3695	3883
2410	2655
1962	2331
2696	3246
1945	2367
2491	2589
2393	2526
1029	1447
1488	1845
2671	3091
2730	3191
107	960
2063	2122
2122	2549
1989	2244
3005	3320
3563	3684
3518	3804
2690	2723
2333	2512
2724	3405
2037	2369
1172	1604
857	3626
428	438
1063	1101
2446	2615
1984	2200
862	3677
1737	1799
1280	1509
947	1612
1972	2192
1158	1691
1018	1284
1227	1875
3610	3888
1563	1836
2713	2951
1912	2580
2997	3063
2765	3049
2062	2451
2754	2956
1668	1789
3220	3232
2877	3237
3084	3243
1945	2351
1957	2159
1024	1214
261	271
1945	2148
3000	3096
1040	1069
2933	3072
2532	2586
1589	1736
1938	2045
1520	1842
400	500
1330	1604
2056	2184
1001	1124
2191	2332
2220	2655
1292	1479
1488	1542
2796	3419
3330	3369
2794	2874
3576	3785
2289	2322
1953	1985
414	475
2084	2619
2244	2334
3545	3968
2720	3224
2032	2315
1944	2480
1146	1551
1238	1665
526	1557
203	308
1431	1610
2863	3381
1160	1470
3137	3400
828	853
111	279
2366	2592
1535	1675
1923	2425
1017	1864
3224	3360
2093	2521
1623	1816
696	745
1993	2607
2123	2352
2477	2495
2154	2485
1943	2561
1959	2047
1029	1687
2353	2586
2469	2526
650	681
3299	3360
1246	1338
3239	3416
1128	1344
925	1524
2862	2929
1789	1877
2787	3395
2742	3396
1329	1516
1058	1470
1971	2307
2081	2434
2323	2428
3776	3783
2176	2246
2223	2445
1800	1888
3514	3557
1192	1432
916	1312
1563	1795
1561	1852
713	847
2463	2511
2030	2164
2292	2372
1365	1557
1621	1835
280	291
1439	1589
67	141
2408	2477
2084	2300
1117	1205
484	1179
62	239
2384	2653
1025	1536
1128	1291
1385	1910
2887	2944
2713	2728
443	453
1917	1938
2500	2564
2304	2344
2901	2996
1758	3432
1390	1523
2007	2052
1129	1322
1244	1472
917	1273
2833	3272
927	947
1770	1778
1361	1867
1288	1714
1970	2282
3519	3837
2030	2040
2673	3426
144	226
2200	2559
2183	2267
1036	1715
3768	3770
946	1557
2913	3142
3545	3681
3437	3950
2140	2477
2282	2313
2037	2542
2218	2500
1669	1761
1338	1783
2055	2539
2241	2279
925	1172
159	172
3291	3378
2340	2410
107	1758
2324	2600
2482	2550
2206	2546
1530	1826
2183	2191
2143	2283
2937	2992
975	1227
3038	3355
314	342
1026	1155
686	854
925	1344
961	1038
1620	1789
734	803
3051	3397
483	1661
2116	2203
26	62
2199	2332
2492	2521
2063	2184
480	563
2247	2302
1243	1528
2986	3228
1742	1786
2570	2587
916	1330
2912	3348
475	1332
3348	3435
2536	2574
1036	1229
2757	3174
1277	1871
640	681
2043	2124
1613	1668
1214	1791
422	682
1952	2226
575	685
2960	3426
1361	1879
2279	2468
2294	2432
2071	2588
1981	2222
1912	2070
1257	1635
3073	3293
2944	2953
1951	1954
1684	2760
1966	2060
9	133
2246	2355
1472	1783
2322	2642
1288	1888
1281	1495
578	595
2815	3026
2125	2328
2418	2638
2190	2430
2229	2469
2863	3330
1210	1332
1041	1189
1078	1683
1074	1219
2847	3263
3299	3406
3545	3697
2974	3078
2241	2328
1916	2294
378	431
1612	1737
1970	2110
1238	1530
1718	2153
2213	2326
1983	1993
1995	2620
1491	1810
2184	2210
3437	3792
2103	2615
3481	3516
1202	1268
2272	2610
964	1415
2309	2329
1086	1449
2138	2254
3577	3611
1126	1810
3132	3416
2542	2560
1946	2464
2266	2393
1665	1879
1086	1589
1912	2044
1074	1902
1266	1779
1912	2222
1082	1583
1968	1976
1946	2179
119	271
3048	3276
75	322
1402	1447
2966	3158
2384	2509
917	984
1774	1799
1146	1377
1530	1668
1255	1902
3145	3347
1399	1532
2030	2574
1946	2560
2074	2507
2028	2148
2104	2578
1465	2643
1107	1370
0	43
59	211
2111	2649
1214	1797
1431	1746
2145	2473
978	1793
925	1721
2068	2347
871	879
1613	1849
3388	3394
2420	2458
981	1347
1561	1678
1125	1185
434	492
2250	2543
2161	2304
3060	3320
2045	2601
1	53
3357	3360
2333	2372
1115	1148
1623	1795
119	342
2832	3171
1068	1644
2331	2579
1613	1821
2339	2549
2730	3210
1376	1675
2032	2279
3519	3975
1752	1799
1153	1287
2839	2924
939	1064
2392	2404
1160	1487
906	1528
916	1835
2174	2594
1642	1684
107	1357
1004	1816
1923	2117
1991	2365
2052	2463
1515	1820
2144	2282
1729	1742
1011	1748
2310	2325
997	1509
1656	2883
3403	3422
2088	2112
1330	1401
2073	2216
1198	1810
948	1870
637	1808
3089	3116
2880	3065
986	1634
107	1301
1004	1877
2142	2154
1230	1554
2561	2619
1086	1370
1048	1431
3465	3675
2906	3220
1211	1416
1282	1893
